datetime,month,year,position,mean,sd
2018-01-27T00:00:00Z,1,2018,1m,13.065555555555555,0.5050261750161446
2018-01-27T00:00:00Z,1,2018,surface,13.136111111111111,0.501752329496735
2018-01-28T00:00:00Z,1,2018,0m,13.374027777777778,0.13056263103047752
2018-01-28T00:00:00Z,1,2018,1m,13.399722222222222,0.10492717717404067
2018-01-28T00:00:00Z,1,2018,surface,13.470555555555556,0.11747803114237063
2018-01-29T00:00:00Z,1,2018,0m,12.875833333333333,0.16585232288693758
2018-01-29T00:00:00Z,1,2018,1m,12.91375,0.12320813591335907
2018-01-29T00:00:00Z,1,2018,surface,12.958194444444445,0.12214660901881012
2018-01-30T00:00:00Z,1,2018,0m,12.589444444444444,0.2514844815181335
2018-01-30T00:00:00Z,1,2018,1m,12.755138888888888,0.32655220748196484
2018-01-30T00:00:00Z,1,2018,surface,12.85,0.3845549602885361
2018-01-31T00:00:00Z,1,2018,0m,13.447916666666666,0.22896811699753875
2018-01-31T00:00:00Z,1,2018,1m,13.5475,0.21085075754675855
2018-01-31T00:00:00Z,1,2018,surface,13.625,0.20063535444817654
2018-02-01T00:00:00Z,2,2018,0m,13.354583333333334,0.213596819729605
2018-02-01T00:00:00Z,2,2018,1m,13.444166666666666,0.12212283166544245
2018-02-01T00:00:00Z,2,2018,surface,13.521944444444445,0.1294705613744926
2018-02-02T00:00:00Z,2,2018,0m,13.415138888888889,0.3059708521953724
2018-02-02T00:00:00Z,2,2018,1m,13.488333333333333,0.25881386242745075
2018-02-02T00:00:00Z,2,2018,surface,13.564722222222223,0.27093194367611595
2018-02-03T00:00:00Z,2,2018,0m,12.958333333333334,0.2608592579295442
2018-02-03T00:00:00Z,2,2018,1m,13.006805555555555,0.2775533786695417
2018-02-03T00:00:00Z,2,2018,surface,13.053055555555556,0.28359647728235604
2018-02-04T00:00:00Z,2,2018,0m,12.037777777777778,0.2552619508635463
2018-02-04T00:00:00Z,2,2018,1m,12.050555555555556,0.2415329185393799
2018-02-04T00:00:00Z,2,2018,surface,12.116111111111111,0.25347131563099573
2018-02-05T00:00:00Z,2,2018,0m,11.629722222222222,0.22534493977088083
2018-02-05T00:00:00Z,2,2018,1m,11.622083333333332,0.2337378694358098
2018-02-05T00:00:00Z,2,2018,surface,11.6825,0.24376849042293575
2018-02-06T00:00:00Z,2,2018,0m,11.61513888888889,0.19778135173080172
2018-02-06T00:00:00Z,2,2018,1m,11.601111111111111,0.2170337575209255
2018-02-06T00:00:00Z,2,2018,surface,11.649583333333334,0.22433701857272229
2018-02-07T00:00:00Z,2,2018,0m,11.858055555555556,0.31225164179086035
2018-02-07T00:00:00Z,2,2018,1m,11.899305555555555,0.3311468792443251
2018-02-07T00:00:00Z,2,2018,surface,11.965555555555556,0.3351104144890008
2018-02-08T00:00:00Z,2,2018,0m,12.491111111111111,0.2636354526683616
2018-02-08T00:00:00Z,2,2018,1m,12.524305555555555,0.26281066272973874
2018-02-08T00:00:00Z,2,2018,surface,12.591527777777777,0.26661913183558583
